MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	sample_name	cell_count	collection_timestamp	description	ATTRIBUTE_diet_intervention	dna_extracted	elevation	empo_1	empo_2	empo_3	empo_4	env_biome	env_feature	env_material	env_package	geo_loc_name	ATTRIBUTE_host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	katharo_strains	katharoseq_aliquot_volume_ul	katharoseq_batch_information	katharoseq_plate_number	latitude	longitude	ATTRIBUTE_mouse_age	ATTRIBUTE_mouse_gender	mouse_genotype	mouse_id	ATTRIBUTE_mouse_treatment	number_on_plate	physical_specimen_location	physical_specimen_remaining	plate_well	qiita_study_id	sample_handling	ATTRIBUTE_sample_type	scientific_name	ATTRIBUTE_sex	sub_project	ATTRIBUTE_subproject	taxon_id	time_point	title	tube_id	volume	scrub_control	well_id	well_id_96	run	katharoseq_cell_count	katharoseq_strain	genotype	genotype_diet_gender	genotype_treatment	plate	sample_handling.1	submitted_mak_plate	subproject_verbose	genotype_gender_age	genotype_diet	ATTRIBUTE_host_age_numeric	sample_name_original	sample_name_qiita	SampleType_QCMXP	Order	Batch
MSV000093184	15108_2424_WT_normaldiet_female_12mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2424	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2424.WT.sub1.12mo.urine	MSV000093184_2424	not applicable	not applicable	not applicable	15108.2424.WT.sub1.12mo.urine		2022	urine sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	urinary material	host-associated	USA:CA:San Diego	12	months	not specified	not specified	not specified	not specified	not specified	not specified	2424	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	12	female	wild type control	2424	normal diet	43	UCSD	FALSE	C-6	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	urine	mouse metagenome	female	not specified	1	1441287		Mak_dapensutrile	363191688	35 ul					0	not applicable	wild type control	WT_RC_female	WT_RC	3	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	3	Ctns vs WT, baseline study	WT_RC_female_12		12	15108.2424.WT.normaldiet.female.12mo.urine	15108.2424.WT.sub1.12mo.urine	unknown	620	1
MSV000093184	15108_2424_WT_normaldiet_female_2mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2424	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2424.WT.sub1.2mo.fecal	MSV000093184_2424	not applicable	not applicable	not applicable	15108.2424.WT.sub1.2mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	2	months	not specified	not specified	not specified	not specified	not specified	not specified	2424	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	2	female	wild type control	2424	normal diet	91	UCSD	FALSE	C-12	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	female	not specified	1	410661		Mak_dapensutrile	363205665	1 pellet					0	not applicable	wild type control	WT_RC_female	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_female_2		2	15108.2424.WT.normaldiet.female.2mo.fecal	15108.2424.WT.sub1.2mo.fecal	unknown	40	1
MSV000093184	15108_2424_WT_normaldiet_female_2mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2424	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2424.WT.sub1.2mo.urine	MSV000093184_2424	not applicable	not applicable	not applicable	15108.2424.WT.sub1.2mo.urine		2022	urine sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	urinary material	host-associated	USA:CA:San Diego	2	months	not specified	not specified	not specified	not specified	not specified	not specified	2424	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	2	female	wild type control	2424	normal diet	19	UCSD	FALSE	C-3	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	urine	mouse metagenome	female	not specified	1	1441287		Mak_dapensutrile	363191673	35 ul					0	not applicable	wild type control	WT_RC_female	WT_RC	3	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	3	Ctns vs WT, baseline study	WT_RC_female_2		2	15108.2424.WT.normaldiet.female.2mo.urine	15108.2424.WT.sub1.2mo.urine	unknown	535	1
MSV000093184	15108_2424_WT_normaldiet_female_4mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2424	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2424.WT.sub1.4mo.fecal	MSV000093184_2424	not applicable	not applicable	not applicable	15108.2424.WT.sub1.4mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	4	months	not specified	not specified	not specified	not specified	not specified	not specified	2424	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	4	female	wild type control	2424	normal diet	1	UCSD	FALSE	A-1	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	female	not specified	1	410661		Mak_dapensutrile	363189831	1 pellet					0	not applicable	wild type control	WT_RC_female	WT_RC	2	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	2	Ctns vs WT, baseline study	WT_RC_female_4		4	15108.2424.WT.normaldiet.female.4mo.fecal	15108.2424.WT.sub1.4mo.fecal	unknown	99	1
MSV000093184	15108_2424_WT_normaldiet_female_4mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2424	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2424.WT.sub1.4mo.urine	MSV000093184_2424	not applicable	not applicable	not applicable	15108.2424.WT.sub1.4mo.urine		2022	urine sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	urinary material	host-associated	USA:CA:San Diego	4	months	not specified	not specified	not specified	not specified	not specified	not specified	2424	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	4	female	wild type control	2424	normal diet	25	UCSD	FALSE	A-4	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	urine	mouse metagenome	female	not specified	1	1441287		Mak_dapensutrile	363191670	35 ul					0	not applicable	wild type control	WT_RC_female	WT_RC	3	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	3	Ctns vs WT, baseline study	WT_RC_female_4		4	15108.2424.WT.normaldiet.female.4mo.urine	15108.2424.WT.sub1.4mo.urine	unknown	601	1
MSV000093184	15108_2424_WT_normaldiet_female_6mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2424	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2424.WT.sub1.6mo.fecal	MSV000093184_2424	not applicable	not applicable	not applicable	15108.2424.WT.sub1.6mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	6	months	not specified	not specified	not specified	not specified	not specified	not specified	2424	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	6	female	wild type control	2424	normal diet	7	UCSD	FALSE	G-1	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	female	not specified	1	410661		Mak_dapensutrile	363189837	1 pellet					0	not applicable	wild type control	WT_RC_female	WT_RC	2	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	2	Ctns vs WT, baseline study	WT_RC_female_6		6	15108.2424.WT.normaldiet.female.6mo.fecal	15108.2424.WT.sub1.6mo.fecal	unknown	98	1
MSV000093184	15108_2424_WT_normaldiet_female_6mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2424	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2424.WT.sub1.6mo.urine	MSV000093184_2424	not applicable	not applicable	not applicable	15108.2424.WT.sub1.6mo.urine		2022	urine sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	urinary material	host-associated	USA:CA:San Diego	6	months	not specified	not specified	not specified	not specified	not specified	not specified	2424	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	6	female	wild type control	2424	normal diet	31	UCSD	FALSE	G-4	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	urine	mouse metagenome	female	not specified	1	1441287		Mak_dapensutrile	363191692	35 ul					0	not applicable	wild type control	WT_RC_female	WT_RC	3	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	3	Ctns vs WT, baseline study	WT_RC_female_6		6	15108.2424.WT.normaldiet.female.6mo.urine	15108.2424.WT.sub1.6mo.urine	unknown	641	1
MSV000093184	15108_2424_WT_normaldiet_female_9mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2424	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2424.WT.sub1.9mo.fecal	MSV000093184_2424	not applicable	not applicable	not applicable	15108.2424.WT.sub1.9mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	9	months	not specified	not specified	not specified	not specified	not specified	not specified	2424	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	9	female	wild type control	2424	normal diet	13	UCSD	FALSE	E-2	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	female	not specified	1	410661		Mak_dapensutrile	363189843	1 pellet					0	not applicable	wild type control	WT_RC_female	WT_RC	2	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	2	Ctns vs WT, baseline study	WT_RC_female_9		9	15108.2424.WT.normaldiet.female.9mo.fecal	15108.2424.WT.sub1.9mo.fecal	unknown	160	1
MSV000093184	15108_2424_WT_normaldiet_female_9mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2424	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2424.WT.sub1.9mo.urine	MSV000093184_2424	not applicable	not applicable	not applicable	15108.2424.WT.sub1.9mo.urine		2022	urine sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	urinary material	host-associated	USA:CA:San Diego	9	months	not specified	not specified	not specified	not specified	not specified	not specified	2424	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	9	female	wild type control	2424	normal diet	37	UCSD	FALSE	E-5	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	urine	mouse metagenome	female	not specified	1	1441287		Mak_dapensutrile	363191682	35 ul					0	not applicable	wild type control	WT_RC_female	WT_RC	3	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	3	Ctns vs WT, baseline study	WT_RC_female_9		9	15108.2424.WT.normaldiet.female.9mo.urine	15108.2424.WT.sub1.9mo.urine	unknown	552	1
MSV000093184	15108_2425_WT_normaldiet_female_12mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2425	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2425.WT.sub1.12mo.fecal	MSV000093184_2425	not applicable	not applicable	not applicable	15108.2425.WT.sub1.12mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	12	months	not specified	not specified	not specified	not specified	not specified	not specified	2425	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	12	female	wild type control	2425	normal diet	20	UCSD	FALSE	D-3	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	female	not specified	1	410661		Mak_dapensutrile	363189850	1 pellet					0	not applicable	wild type control	WT_RC_female	WT_RC	2	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	2	Ctns vs WT, baseline study	WT_RC_female_12		12	15108.2425.WT.normaldiet.female.12mo.fecal	15108.2425.WT.sub1.12mo.fecal	unknown	212	1
MSV000093184	15108_2425_WT_normaldiet_serum_CtnsvsWTbaseline_serum.mzML	animal	biofluid	10095|Mus sp.	2024	blood draw, venous	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2425	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2425.WT.sub1.12mo.serum	MSV000093184_2425	not applicable	not applicable	not applicable	15108.2425.WT.sub1.12mo.serum		2022	serum sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	blood material	host-associated	USA:CA:San Diego	12	months	not specified	not specified	not specified	not specified	not specified	not specified	2425	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	12	female	wild type control	2425	normal diet	20	UCSD	FALSE	D-3	15108	30 ul frozen at -80 degree C, no additive, for metabolomics	serum	mouse metagenome	female	not specified	1	1441287		Mak_dapensutrile	363130124	30 ul					0	not applicable	wild type control	WT_RC_female	WT_RC	6	30 ul frozen at -80 degree C, no additive, for metabolomics	6	Ctns vs WT, baseline study	WT_RC_female_12		12	15108.2425.WT.normaldiet.serum.CtnsvsWTbaseline.serum	15108.2425.WT.sub1.12mo.serum	unknown	417	1
MSV000093184	15108_2425_WT_normaldiet_female_12mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2425	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2425.WT.sub1.12mo.urine	MSV000093184_2425	not applicable	not applicable	not applicable	15108.2425.WT.sub1.12mo.urine		2022	urine sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	urinary material	host-associated	USA:CA:San Diego	12	months	not specified	not specified	not specified	not specified	not specified	not specified	2425	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	12	female	wild type control	2425	normal diet	44	UCSD	FALSE	D-6	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	urine	mouse metagenome	female	not specified	1	1441287		Mak_dapensutrile	363191697	35 ul					0	not applicable	wild type control	WT_RC_female	WT_RC	3	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	3	Ctns vs WT, baseline study	WT_RC_female_12		12	15108.2425.WT.normaldiet.female.12mo.urine	15108.2425.WT.sub1.12mo.urine	unknown	617	1
MSV000093184	15108_2425_WT_normaldiet_female_2mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2425	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2425.WT.sub1.2mo.fecal	MSV000093184_2425	not applicable	not applicable	not applicable	15108.2425.WT.sub1.2mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	2	months	not specified	not specified	not specified	not specified	not specified	not specified	2425	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	2	female	wild type control	2425	normal diet	92	UCSD	FALSE	D-12	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	female	not specified	1	410661		Mak_dapensutrile	363205656	1 pellet					0	not applicable	wild type control	WT_RC_female	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_female_2		2	15108.2425.WT.normaldiet.female.2mo.fecal	15108.2425.WT.sub1.2mo.fecal	unknown	86	1
MSV000093184	15108_2425_WT_normaldiet_female_2mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2425	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2425.WT.sub1.2mo.urine	MSV000093184_2425	not applicable	not applicable	not applicable	15108.2425.WT.sub1.2mo.urine		2022	urine sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	urinary material	host-associated	USA:CA:San Diego	2	months	not specified	not specified	not specified	not specified	not specified	not specified	2425	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	2	female	wild type control	2425	normal diet	20	UCSD	FALSE	D-3	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	urine	mouse metagenome	female	not specified	1	1441287		Mak_dapensutrile	363191674	35 ul					0	not applicable	wild type control	WT_RC_female	WT_RC	3	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	3	Ctns vs WT, baseline study	WT_RC_female_2		2	15108.2425.WT.normaldiet.female.2mo.urine	15108.2425.WT.sub1.2mo.urine	unknown	522	1
MSV000093184	15108_2425_WT_normaldiet_female_4mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2425	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2425.WT.sub1.4mo.fecal	MSV000093184_2425	not applicable	not applicable	not applicable	15108.2425.WT.sub1.4mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	4	months	not specified	not specified	not specified	not specified	not specified	not specified	2425	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	4	female	wild type control	2425	normal diet	2	UCSD	FALSE	B-1	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	female	not specified	1	410661		Mak_dapensutrile	363189832	1 pellet					0	not applicable	wild type control	WT_RC_female	WT_RC	2	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	2	Ctns vs WT, baseline study	WT_RC_female_4		4	15108.2425.WT.normaldiet.female.4mo.fecal	15108.2425.WT.sub1.4mo.fecal	unknown	38	1
MSV000093184	15108_2425_WT_normaldiet_female_4mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2425	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2425.WT.sub1.4mo.urine	MSV000093184_2425	not applicable	not applicable	not applicable	15108.2425.WT.sub1.4mo.urine		2022	urine sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	urinary material	host-associated	USA:CA:San Diego	4	months	not specified	not specified	not specified	not specified	not specified	not specified	2425	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	4	female	wild type control	2425	normal diet	26	UCSD	FALSE	B-4	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	urine	mouse metagenome	female	not specified	1	1441287		Mak_dapensutrile	363191671	35 ul					0	not applicable	wild type control	WT_RC_female	WT_RC	3	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	3	Ctns vs WT, baseline study	WT_RC_female_4		4	15108.2425.WT.normaldiet.female.4mo.urine	15108.2425.WT.sub1.4mo.urine	unknown	613	1
MSV000093184	15108_2425_WT_normaldiet_female_6mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2425	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2425.WT.sub1.6mo.fecal	MSV000093184_2425	not applicable	not applicable	not applicable	15108.2425.WT.sub1.6mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	6	months	not specified	not specified	not specified	not specified	not specified	not specified	2425	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	6	female	wild type control	2425	normal diet	8	UCSD	FALSE	H-1	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	female	not specified	1	410661		Mak_dapensutrile	363189845	1 pellet					0	not applicable	wild type control	WT_RC_female	WT_RC	2	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	2	Ctns vs WT, baseline study	WT_RC_female_6		6	15108.2425.WT.normaldiet.female.6mo.fecal	15108.2425.WT.sub1.6mo.fecal	unknown	67	1
MSV000093184	15108_2425_WT_normaldiet_female_6mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2425	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2425.WT.sub1.6mo.urine	MSV000093184_2425	not applicable	not applicable	not applicable	15108.2425.WT.sub1.6mo.urine		2022	urine sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	urinary material	host-associated	USA:CA:San Diego	6	months	not specified	not specified	not specified	not specified	not specified	not specified	2425	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	6	female	wild type control	2425	normal diet	32	UCSD	FALSE	H-4	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	urine	mouse metagenome	female	not specified	1	1441287		Mak_dapensutrile	363191693	35 ul					0	not applicable	wild type control	WT_RC_female	WT_RC	3	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	3	Ctns vs WT, baseline study	WT_RC_female_6		6	15108.2425.WT.normaldiet.female.6mo.urine	15108.2425.WT.sub1.6mo.urine	unknown	565	1
MSV000093184	15108_2425_WT_normaldiet_female_9mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2425	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2425.WT.sub1.9mo.fecal	MSV000093184_2425	not applicable	not applicable	not applicable	15108.2425.WT.sub1.9mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	9	months	not specified	not specified	not specified	not specified	not specified	not specified	2425	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	9	female	wild type control	2425	normal diet	14	UCSD	FALSE	F-2	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	female	not specified	1	410661		Mak_dapensutrile	363189844	1 pellet					0	not applicable	wild type control	WT_RC_female	WT_RC	2	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	2	Ctns vs WT, baseline study	WT_RC_female_9		9	15108.2425.WT.normaldiet.female.9mo.fecal	15108.2425.WT.sub1.9mo.fecal	unknown	215	1
MSV000093184	15108_2425_WT_normaldiet_female_9mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2425	not applicable	female	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2425.WT.sub1.9mo.urine	MSV000093184_2425	not applicable	not applicable	not applicable	15108.2425.WT.sub1.9mo.urine		2022	urine sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	urinary material	host-associated	USA:CA:San Diego	9	months	not specified	not specified	not specified	not specified	not specified	not specified	2425	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	9	female	wild type control	2425	normal diet	38	UCSD	FALSE	F-5	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	urine	mouse metagenome	female	not specified	1	1441287		Mak_dapensutrile	363191699	35 ul					0	not applicable	wild type control	WT_RC_female	WT_RC	3	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	3	Ctns vs WT, baseline study	WT_RC_female_9		9	15108.2425.WT.normaldiet.female.9mo.urine	15108.2425.WT.sub1.9mo.urine	unknown	603	1
